time,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2024-10-01 09:30:00+00:00,,,,,,,,,,,
2024-10-01 09:45:00+00:00,,,,,,,,,,,
2024-10-01 10:00:00+00:00,,,,,,,,,,,
2024-10-01 10:15:00+00:00,-0.0013805313592042386,0.004039795734891232,-0.006082188374374712,-0.0002711296976777783,0.004202660580634512,0.00829130507079675,-0.0023398025918960805,0.000852529175354522,0.0013985977461477249,0.0003371101286148098,0.0013024524801150043
2024-10-01 10:30:00+00:00,-0.0008751417055723838,0.0004784658460205627,-0.013502821884464972,-0.000812748552525152,0.004055359974126793,-0.00010609388153994722,-0.00014158042465792393,0.011995928721918347,0.0015684325555531805,0.0009629167901289946,0.002022143137415793
2024-10-01 10:45:00+00:00,-0.0006519312457256559,-0.0028641495051505298,-0.001138297042589678,-0.00031852442593804085,0.0021940938541443232,0.001340196718101023,-0.0010132829137128913,-0.001868205783298284,0.0004900149670735486,-0.0008450162443565531,-0.013573909086726016
2024-10-01 11:00:00+00:00,0.0011270757861682624,-0.0030360890538919795,1.455802964481955e-05,0.0005914981755399564,-0.009625486872966204,-0.002026506116458589,0.006249404038227477,0.0026064163443498037,-0.0004819461365891324,0.003445436287141626,0.017558857363501258
2024-10-01 11:15:00+00:00,0.0003325957412729186,0.002330609880455062,-0.0014572707806562216,0.0002642232992774177,-0.00038254346629728545,-0.0008779766746985161,0.0005735544983490843,0.0013495200946098463,-0.003092419874844632,0.0009814529817698842,-0.01173255843886965
2024-10-01 11:30:00+00:00,0.001240407893123129,0.0010242598563339144,4.016696760885434e-05,0.0009848628772368044,0.0008278411429443178,-7.917142393203305e-05,8.020028106874975e-05,0.0009680496884492372,0.0003878191655595171,-0.00016841300932575218,-0.0009396437537634893
2024-10-01 11:45:00+00:00,-0.0006491581891606654,0.0024484225128631686,0.0003301997085260896,0.0006284291942468922,-0.00038333635343220317,0.0013375627875750592,0.0005573039757435157,-0.0040199741626875864,-0.00021846079462445198,-0.0009020172958036706,0.0003115982633301734
2024-10-01 12:00:00+00:00,0.0009242190939220127,4.350962687671867e-05,0.00012015919599410312,0.000618956548696216,0.00035047840925075323,-0.0013011347337383067,0.0004753623420811737,0.000936303377678239,-0.001199686738580335,0.0032050500524511,-0.0006010792047342474
2024-10-01 12:15:00+00:00,0.0008905507251222826,-0.002667435225283489,0.007165396195253924,0.0013671988593735153,-0.00010303831823887629,0.0006226601638207206,0.00038146957241638356,-0.001439787649257539,-0.0024793093116993194,-0.0008750442496014667,0.00010612846257795269
2024-10-01 12:30:00+00:00,-0.0011033859794783725,0.0013693966654084696,-0.003827899048383671,-0.0007795276954285779,0.00037776720960186656,0.0007063043308027034,0.001053261723389261,6.010418768760468e-05,0.00043443419512086996,9.987027260027301e-05,-0.000735055903953599
