time,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2021-11-01 09:30:00+00:00,,,,,,,,,,,
2021-11-01 09:45:00+00:00,,,,,,,,,,,
2021-11-01 10:00:00+00:00,,,,,,,,,,,
2021-11-01 10:15:00+00:00,0.0024995250579133415,0.0033275385102757636,0.00033781245902324926,-0.0005102683990637246,0.0011584828292496685,0.00016031542968762778,7.924889859136405e-05,0.0006557437634483814,-0.0018916351759691583,-0.001798860335136398,0.00015820294862416086
2021-11-01 10:30:00+00:00,-0.000958416137015484,-0.0027113863876463743,-0.006628462661115299,0.003993484781215888,-0.0019486132943759902,-0.0043439568828482905,0.0004392699414852972,0.0006070717975492437,-0.0011833696725675601,-0.0004532287935072758,-0.00030642957051355533
2021-11-01 10:45:00+00:00,0.00026141560449729443,-0.002871862964323422,6.242773304384632e-05,0.001161309434018734,0.00034930593208352435,0.0012493072612611072,0.00162473283670797,-0.0018099883922927,0.005790830510224443,8.143448534236036e-05,-0.0025922839743912417
2021-11-01 11:00:00+00:00,-0.0010492708125126446,-2.8033342710702354e-05,0.0023990835579760584,8.487795707011399e-05,-0.00032100365450503734,-0.0009372933084915902,-0.0011940034133595665,0.0034218761079925536,0.0007544980862956474,-0.0011379725248551007,0.001153540142300268
2021-11-01 11:15:00+00:00,0.0014899193563596494,-0.0008278759477018386,-0.0034286555722526212,-0.0013109005023542487,0.0008982845438876058,0.0012645045565712592,-0.0014367472791769207,-0.00011423093574106677,-0.0029033497004974417,0.0009707248852056953,-0.00023058534175992163
2021-11-01 11:30:00+00:00,-0.0035490426041985424,-0.0008407443039138504,0.00011366241033338435,0.00227118745017258,0.0004446497828515694,-0.0004967971620107623,0.0015233440024127402,-0.00033259888080200715,-0.002173213898710408,-0.00016406607679479075,0.0018617537961329912
2021-11-01 11:45:00+00:00,-0.0008382756730937956,0.0008393585707378933,-0.0007496868863520108,0.0010649382445306454,0.00034019242170899835,0.000494668722630463,0.0019154415718316469,0.0012081872780213858,0.0022170519425268294,-0.00023768288514888102,0.0016319163324879466
2021-11-01 12:00:00+00:00,0.00029496601863013093,0.0005857652623465525,-0.0013496022217549814,0.0016388715462986772,-0.0004378975671173811,0.0011964525703261626,-0.0007558466173679835,0.0009702223796039424,0.0008432239205209216,0.0017067704067149582,6.832521015679944e-05
2021-11-01 12:15:00+00:00,0.0012688880827241582,-0.00035777399205771704,0.0010941373815467263,0.00037115918053863377,-0.0003657405855929508,-0.001737360989177411,-0.0016004863651641991,-0.0011039990184470686,-0.0026765363113293327,0.0006921789574131333,-0.0020252938655797802
2021-11-01 12:30:00+00:00,-0.0007705523089284777,-3.65038806441707e-05,0.0005869543951466806,-0.0003294717588015331,7.274942717823172e-05,-0.0001956471332934576,1.2578148651457694e-06,-0.00025439807094654624,-7.679556217097389e-05,-4.6693102963805825e-06,0.0018595064286095796
2021-11-01 12:45:00+00:00,0.00024132130775395295,3.766650507452574e-05,-0.0008258312662331429,0.0001678355835729834,-0.0015255897149311552,8.199968550936103e-06,0.0008440491937809195,-9.856437324495717e-06,0.001389744651066694,-0.0013859079619307647,-0.0016007652236114244
2021-11-01 13:00:00+00:00,-0.0009750864201685419,0.0008238470680505752,-0.0013473755757590173,0.0008392899253794594,0.0006216695680875165,0.0009849001636286926,1.4600781221947229e-05,0.00010840601710567326,-0.0005505928758971719,-0.0010181533815353616,0.00028331561541546763
2021-11-01 13:15:00+00:00,-6.798491922206814e-05,-0.00037616320996618593,-0.0006403753690150582,0.0005701513583633247,-0.00044069595191417363,0.0006723163071319411,-0.0012874478083799057,0.0006706094574158647,0.000992789987654695,-0.00041262493760467695,-0.0004358062678115105
2021-11-01 13:30:00+00:00,-0.0010407581563280034,-0.001576845072148278,0.0011554094977120019,-0.0006174516667648323,0.00028216054266264046,-0.0011658260513186236,0.0008682238090096575,-0.0007972891647765543,-0.00015082729902768805,-0.0005233139534854514,1.2672459908651557e-06
2021-11-01 13:45:00+00:00,-0.00035036201497225077,0.00028013798161704006,-0.0003658942770109505,0.00016603615331557784,0.0002453339429498486,0.0004355903946356073,-0.0003660176156788662,9.02224270218478e-05,-0.00017313744481241245,0.000760474908054789,-0.00019956977849188638
2021-11-01 14:00:00+00:00,3.2387703646930964e-05,0.00046294425833099816,-0.0004187444109354599,0.00011594659405166771,-5.202434415100869e-05,-0.0003081248290409314,2.9868581914506815e-05,-0.00034990594469284274,0.001320600444726552,0.0004634238755530436,0.0006834397840907529
